,年,月,日,平均気温,最高気温,最低気温,日照時間
26,2011,9,27,21.3,28.9,15.3,9.7
27,2011,9,28,22.0,28.6,16.7,9.9
28,2011,9,29,22.5,28.3,16.6,7.7
29,2011,9,30,22.6,25.2,20.2,0.0
0,2011,1,1,19.0,23.1,15.0,3.5
1,2011,1,2,17.1,22.9,13.7,2.6
2,2011,1,3,16.4,21.3,12.4,5.6
3,2011,1,4,17.4,23.7,10.2,10.9
4,2011,1,5,18.6,21.5,16.7,0.0
5,2011,1,6,19.8,24.8,16.2,6.6
6,2011,1,7,18.7,24.0,14.4,9.3
7,2011,1,8,17.7,24.9,12.5,8.8
8,2011,1,9,18.6,25.5,12.2,9.6
9,2011,1,10,19.7,26.0,14.4,6.1
10,2011,1,11,19.0,23.6,15.1,0.3
11,2011,1,12,19.5,25.7,14.8,8.3
12,2011,1,13,18.1,20.7,15.8,0.0
13,2011,1,14,19.2,22.9,15.1,0.0
14,2011,1,15,21.4,23.1,19.5,0.0
15,2011,1,16,20.3,24.7,15.3,10.2
16,2011,1,17,18.1,22.8,14.0,3.5
17,2011,1,18,17.6,23.6,13.4,9.5
18,2011,1,19,17.2,24.9,11.0,10.3
19,2011,1,20,19.7,26.1,13.0,9.8
20,2011,1,21,20.8,26.4,16.2,5.6
21,2011,1,22,21.6,26.1,19.2,0.4
22,2011,1,23,20.5,25.7,17.1,3.9
23,2011,1,24,19.7,24.8,14.7,4.5
24,2011,1,25,18.0,21.0,13.1,0.1
25,2011,1,26,13.6,18.9,9.8,3.3
26,2011,1,27,13.8,20.8,7.6,10.4
27,2011,1,28,16.8,23.3,10.9,10.1
28,2011,1,29,18.0,23.7,11.4,7.9
29,2011,1,30,16.7,19.4,14.5,0.0
30,2011,1,31,17.5,23.3,14.2,6.3
0,2011,1,1,17.9,24.9,11.9,8.4
1,2011,1,2,18.4,23.3,13.4,6.1
2,2011,1,3,18.8,23.0,15.8,1.4
3,2011,1,4,19.3,26.2,14.0,9.5
4,2011,1,5,18.8,21.1,15.9,0.0
5,2011,1,6,19.8,22.1,18.4,0.0
6,2011,1,7,17.0,20.0,12.5,0.8
7,2011,1,8,14.4,19.5,10.5,6.4
8,2011,1,9,12.9,16.7,10.0,1.4
9,2011,1,10,13.6,17.1,10.1,0.1
10,2011,1,11,14.7,17.0,12.6,0.0
11,2011,1,12,15.5,21.6,11.2,6.2
12,2011,1,13,16.5,22.7,12.7,6.1
13,2011,1,14,14.3,19.3,10.2,6.3
14,2011,1,15,13.0,17.7,10.5,4.1
15,2011,1,16,10.9,15.8,7.4,6.4
16,2011,1,17,11.7,18.4,7.2,6.6
17,2011,1,18,13.1,16.4,8.4,0.0
18,2011,1,19,15.6,17.5,13.1,0.0
19,2011,1,20,14.6,18.6,9.1,4.5
20,2011,1,21,9.0,13.3,6.2,5.3
21,2011,1,22,9.0,14.7,4.6,7.6
22,2011,1,23,10.7,14.4,6.0,2.6
23,2011,1,24,9.8,12.8,5.7,5.9
24,2011,1,25,7.8,13.4,3.6,6.9
25,2011,1,26,8.4,14.3,3.8,8.2
26,2011,1,27,9.4,15.1,4.5,3.5
27,2011,1,28,11.3,14.7,8.1,0.0
28,2011,1,29,13.1,18.0,9.1,1.1
29,2011,1,30,14.5,20.3,9.7,4.4
0,2011,1,1,11.1,13.6,9.3,0.9
1,2011,1,2,10.3,13.1,8.0,0.0
2,2011,1,3,14.8,18.1,12.0,0.6
3,2011,1,4,11.0,14.8,8.4,5.5
4,2011,1,5,9.2,14.4,5.7,5.1
5,2011,1,6,7.9,11.6,5.1,1.0
6,2011,1,7,10.4,15.0,5.3,3.7
7,2011,1,8,9.8,11.1,8.8,0.0
8,2011,1,9,5.5,9.0,1.8,5.3
9,2011,1,10,4.9,9.2,0.2,2.4
10,2011,1,11,5.7,11.1,1.9,4.1
11,2011,1,12,6.4,12.2,1.4,3.0
12,2011,1,13,7.6,12.9,4.2,4.0
13,2011,1,14,8.1,15.7,2.9,6.3
14,2011,1,15,8.3,14.4,3.4,4.3
15,2011,1,16,5.1,8.1,1.9,7.5
16,2011,1,17,3.9,8.3,1.3,5.8
17,2011,1,18,5.2,10.4,0.1,6.2
18,2011,1,19,6.3,10.4,2.0,4.9
19,2011,1,20,5.7,8.6,3.0,0.5
20,2011,1,21,6.4,10.7,2.4,4.0
21,2011,1,22,6.5,11.3,3.8,1.2
22,2011,1,23,3.6,7.4,1.4,5.8
23,2011,1,24,3.3,8.1,-0.2,4.7
24,2011,1,25,3.0,7.8,0.9,5.6
25,2011,1,26,2.2,6.2,0.1,5.0
26,2011,1,27,3.2,7.9,-0.9,6.8
27,2011,1,28,4.3,8.0,1.7,3.1
28,2011,1,29,5.1,11.7,-0.3,6.4
29,2011,1,30,4.3,8.0,2.8,4.4
30,2011,1,31,3.9,10.0,0.6,4.8
0,2012,1,1,6.3,11.1,1.3,5.5
1,2012,1,2,5.1,8.0,2.7,3.2
2,2012,1,3,4.5,8.1,2.0,3.0
3,2012,1,4,3.2,8.3,0.7,2.5
4,2012,1,5,2.9,7.1,0.5,5.2
5,2012,1,6,4.2,9.9,0.0,6.1
6,2012,1,7,4.0,7.4,2.3,4.4
7,2012,1,8,3.2,6.6,0.6,2.4
8,2012,1,9,4.8,9.9,1.0,2.8
9,2012,1,10,5.2,10.9,1.2,6.8
10,2012,1,11,4.7,10.4,0.9,3.6
11,2012,1,12,2.4,6.7,-0.2,6.1
12,2012,1,13,4.2,10.3,-0.9,6.4
13,2012,1,14,5.0,8.2,2.8,2.0
14,2012,1,15,5.3,8.3,2.3,0.2
15,2012,1,16,4.9,5.9,4.0,0.0
16,2012,1,17,4.5,10.1,0.8,9.0
17,2012,1,18,4.2,10.8,-1.3,7.7
18,2012,1,19,5.3,8.6,2.5,0.1
19,2012,1,20,7.3,9.9,5.0,0.0
20,2012,1,21,7.1,8.5,5.1,0.0
21,2012,1,22,6.3,11.4,2.7,2.4
22,2012,1,23,5.4,8.8,2.1,2.1
23,2012,1,24,2.3,4.9,0.4,1.6
24,2012,1,25,1.8,6.8,-1.0,5.7
25,2012,1,26,1.8,5.8,-0.5,4.9
26,2012,1,27,2.5,7.3,-1.3,4.9
27,2012,1,28,3.3,7.3,0.6,2.0
28,2012,1,29,2.4,5.8,0.1,2.5
29,2012,1,30,2.0,4.8,-0.2,0.7
30,2012,1,31,2.4,6.9,-0.7,4.5
0,2012,2,1,2.4,8.1,-2.0,1.0
1,2012,2,2,-0.4,2.4,-2.2,7.1
2,2012,2,3,0.7,6.1,-3.5,8.1
3,2012,2,4,3.6,9.3,-1.4,7.6
4,2012,2,5,5.1,9.6,0.1,5.8
5,2012,2,6,6.9,9.5,4.3,0.0
6,2012,2,7,8.0,10.8,4.9,0.2
7,2012,2,8,2.3,5.0,-0.6,2.1
8,2012,2,9,1.3,6.3,-2.5,5.4
9,2012,2,10,3.1,8.1,-0.5,5.5
10,2012,2,11,3.6,8.6,-0.3,5.8
11,2012,2,12,3.3,8.3,-0.5,5.6
12,2012,2,13,3.5,5.9,1.1,0.0
13,2012,2,14,5.3,6.9,3.2,0.0
14,2012,2,15,4.2,7.1,2.0,0.0
15,2012,2,16,4.0,8.5,1.0,3.3
16,2012,2,17,2.9,6.8,-0.9,4.6
17,2012,2,18,0.5,3.9,-1.5,4.1
18,2012,2,19,1.1,7.4,-3.3,8.1
19,2012,2,20,3.3,10.0,-1.8,10.1
20,2012,2,21,4.5,9.2,-0.5,1.4
21,2012,2,22,8.1,12.2,3.1,3.7
22,2012,2,23,10.2,13.6,7.9,0.0
23,2012,2,24,8.3,12.7,4.4,8.4
24,2012,2,25,6.1,8.4,4.7,0.0
25,2012,2,26,4.2,6.5,1.3,1.0
26,2012,2,27,2.3,7.0,0.1,5.2
27,2012,2,28,4.0,8.9,-1.4,7.7
28,2012,2,29,6.6,12.1,3.2,3.1
0,2012,3,1,9.1,16.3,2.9,5.0
1,2012,3,2,9.6,10.6,7.6,0.0
2,2012,3,3,8.7,13.4,5.0,6.7
3,2012,3,4,6.8,9.1,2.7,1.7
4,2012,3,5,11.0,12.9,9.0,0.0
5,2012,3,6,13.4,18.8,10.8,1.9
6,2012,3,7,10.2,12.9,6.3,0.2
7,2012,3,8,9.2,15.7,4.7,3.9
8,2012,3,9,6.8,8.7,5.3,0.0
9,2012,3,10,7.4,10.9,4.8,1.0
10,2012,3,11,5.0,11.7,1.2,6.7
11,2012,3,12,2.5,6.8,0.1,4.2
12,2012,3,13,2.6,7.3,0.5,1.2
13,2012,3,14,5.4,12.4,-0.9,9.8
14,2012,3,15,5.1,9.9,1.8,5.8
15,2012,3,16,7.5,13.9,0.5,4.9
16,2012,3,17,11.2,13.8,9.0,0.0
17,2012,3,18,11.4,13.5,9.3,0.0
18,2012,3,19,6.0,9.5,2.3,6.1
19,2012,3,20,6.3,13.9,0.2,8.4
20,2012,3,21,6.5,12.2,2.3,10.5
21,2012,3,22,8.8,14.9,1.8,3.7
22,2012,3,23,9.3,10.5,7.4,0.0
23,2012,3,24,9.7,12.8,6.2,3.9
24,2012,3,25,5.4,9.9,2.7,6.1
25,2012,3,26,5.4,9.5,1.8,5.5
26,2012,3,27,8.4,15.0,1.6,11.3
27,2012,3,28,8.9,16.5,3.6,5.8
28,2012,3,29,10.2,18.7,2.9,11.1
29,2012,3,30,13.8,20.9,6.2,6.1
30,2012,3,31,9.9,15.7,3.6,2.3
0,2012,4,1,6.5,11.4,2.4,3.8
1,2012,4,2,9.5,17.9,1.8,10.8
2,2012,4,3,11.0,15.5,5.9,1.6
3,2012,4,4,8.8,14.5,4.0,5.9
4,2012,4,5,10.8,16.8,6.4,4.3
5,2012,4,6,6.9,10.2,4.4,5.6
6,2012,4,7,5.8,10.0,2.4,8.1
7,2012,4,8,8.5,16.0,0.4,11.6
8,2012,4,9,13.3,22.3,5.3,6.6
9,2012,4,10,16.1,22.2,9.1,5.6
10,2012,4,11,14.2,15.9,12.7,0.0
11,2012,4,12,16.4,22.4,12.0,11.0
12,2012,4,13,14.6,19.4,11.8,3.4
13,2012,4,14,11.8,16.0,9.2,4.4
14,2012,4,15,13.1,19.9,6.4,7.5
15,2012,4,16,14.3,19.4,10.7,0.0
16,2012,4,17,13.5,20.5,8.1,9.4
17,2012,4,18,14.7,23.9,7.0,10.8
18,2012,4,19,16.6,25.0,8.9,9.7
19,2012,4,20,15.1,16.3,13.8,0.0
20,2012,4,21,16.8,20.5,12.9,0.9
21,2012,4,22,14.2,16.9,12.6,0.0
22,2012,4,23,18.7,25.1,14.4,5.9
23,2012,4,24,18.8,27.2,11.4,8.4
24,2012,4,25,20.5,27.3,13.5,4.9
25,2012,4,26,17.3,19.6,14.2,0.0
26,2012,4,27,17.5,23.4,12.9,11.7
27,2012,4,28,19.7,30.5,9.1,12.3
28,2012,4,29,21.3,29.3,13.8,8.4
29,2012,4,30,20.4,23.3,18.8,0.0
0,2012,5,1,20.5,22.5,18.5,0.1
1,2012,5,2,19.2,20.1,18.4,0.0
2,2012,5,3,19.4,23.0,16.8,1.6
3,2012,5,4,16.3,19.3,14.3,1.7
4,2012,5,5,19.1,27.0,13.1,10.6
5,2012,5,6,17.2,22.3,13.1,4.3
6,2012,5,7,18.1,24.7,11.3,4.4
7,2012,5,8,20.2,27.0,13.2,4.0
8,2012,5,9,19.4,25.5,15.0,3.8
9,2012,5,10,15.9,21.0,12.8,6.6
10,2012,5,11,12.5,16.1,10.1,0.7
11,2012,5,12,11.9,15.9,9.3,3.1
12,2012,5,13,15.5,23.7,6.7,11.9
13,2012,5,14,19.6,27.9,10.8,10.8
14,2012,5,15,17.4,18.0,15.9,0.0
15,2012,5,16,20.1,26.3,13.7,9.5
16,2012,5,17,21.1,28.7,14.7,6.5
17,2012,5,18,17.9,22.0,14.0,8.6
18,2012,5,19,19.2,27.2,11.1,9.9
19,2012,5,20,20.3,23.9,16.6,0.2
20,2012,5,21,20.7,25.8,17.2,4.5
21,2012,5,22,19.4,25.6,15.8,0.4
22,2012,5,23,19.3,26.6,12.8,7.6
23,2012,5,24,20.9,27.3,12.8,3.2
24,2012,5,25,18.1,20.7,14.7,0.0
25,2012,5,26,20.4,27.2,13.2,7.2
26,2012,5,27,22.6,30.4,15.5,10.7
27,2012,5,28,22.5,29.3,16.7,8.6
28,2012,5,29,19.0,26.1,15.0,3.0
29,2012,5,30,18.3,23.2,13.1,4.7
30,2012,5,31,21.3,27.5,14.6,4.1
0,2012,6,1,22.7,28.8,17.7,6.9
1,2012,6,2,21.7,27.0,16.6,1.7
2,2012,6,3,22.2,26.7,18.8,0.4
3,2012,6,4,22.6,29.3,16.0,8.4
4,2012,6,5,21.0,23.4,19.5,0.0
5,2012,6,6,23.4,28.8,19.4,10.2
6,2012,6,7,24.1,30.1,18.1,7.2
7,2012,6,8,22.6,29.4,18.4,4.2
8,2012,6,9,19.9,22.1,18.8,0.0
9,2012,6,10,21.0,25.2,18.7,2.7
10,2012,6,11,22.5,27.6,17.4,6.2
11,2012,6,12,20.3,22.0,18.7,0.0
12,2012,6,13,22.1,27.7,18.4,1.0
13,2012,6,14,24.7,30.6,18.5,12.1
14,2012,6,15,23.2,27.6,20.0,3.4
15,2012,6,16,21.9,23.9,19.5,0.0
16,2012,6,17,24.4,28.9,21.5,5.9
17,2012,6,18,24.9,29.7,20.3,0.7
18,2012,6,19,23.6,25.3,22.3,0.0
19,2012,6,20,23.6,27.1,20.9,0.9
20,2012,6,21,19.5,21.1,18.3,0.0
21,2012,6,22,21.0,25.6,17.8,5.9
22,2012,6,23,21.7,27.5,16.4,2.9
23,2012,6,24,22.8,28.0,18.4,1.2
24,2012,6,25,23.7,28.9,19.2,4.3
25,2012,6,26,23.1,28.0,20.4,5.6
26,2012,6,27,22.9,26.4,19.2,2.5
27,2012,6,28,22.5,24.9,20.3,0.0
28,2012,6,29,25.4,32.4,18.4,10.6
29,2012,6,30,24.7,30.0,21.8,1.9
0,2012,7,1,23.4,25.1,22.3,0.2
1,2012,7,2,26.4,31.9,20.6,8.0
2,2012,7,3,23.1,24.6,21.5,0.1
3,2012,7,4,25.0,30.5,20.0,2.7
4,2012,7,5,24.0,26.0,23.0,0.0
5,2012,7,6,25.0,28.2,23.0,0.0
6,2012,7,7,23.5,27.4,21.7,1.8
7,2012,7,8,23.2,27.3,20.5,3.9
8,2012,7,9,25.8,33.2,18.7,10.7
9,2012,7,10,27.2,32.9,21.9,7.8
10,2012,7,11,27.3,31.8,22.8,4.2
11,2012,7,12,25.8,27.8,24.1,0.0
12,2012,7,13,27.5,31.7,24.7,0.3
13,2012,7,14,27.2,32.5,23.7,1.3
14,2012,7,15,28.6,34.8,23.2,3.9
15,2012,7,16,30.3,35.1,25.4,10.9
16,2012,7,17,30.7,36.4,26.1,11.4
17,2012,7,18,30.4,36.2,25.6,13.2
18,2012,7,19,30.0,34.3,26.7,3.5
19,2012,7,20,26.9,29.7,25.1,1.0
20,2012,7,21,25.6,29.2,23.7,0.7
21,2012,7,22,26.5,31.9,22.7,8.7
22,2012,7,23,27.2,32.7,23.6,4.0
23,2012,7,24,27.4,34.2,24.7,3.1
24,2012,7,25,29.3,34.6,24.3,5.5
25,2012,7,26,30.4,36.1,25.8,6.6
26,2012,7,27,31.4,37.0,25.9,11.4
27,2012,7,28,31.1,37.5,26.6,10.2
28,2012,7,29,31.0,36.6,26.6,8.2
29,2012,7,30,31.3,37.0,27.9,8.1
30,2012,7,31,30.4,37.3,25.9,13.1
0,2012,8,1,30.0,34.6,27.2,8.6
1,2012,8,2,31.0,35.9,26.8,10.7
2,2012,8,3,31.0,36.5,27.2,11.6
3,2012,8,4,29.9,35.0,26.7,4.2
4,2012,8,5,30.1,34.3,26.9,4.1
5,2012,8,6,29.4,36.6,26.9,2.9
6,2012,8,7,28.9,34.0,25.4,6.5
7,2012,8,8,27.0,32.6,22.7,12.5
8,2012,8,9,27.8,35.1,21.4,12.5
9,2012,8,10,29.0,35.7,23.8,5.6
10,2012,8,11,27.4,31.7,24.9,0.1
11,2012,8,12,29.0,35.2,24.5,5.1
12,2012,8,13,28.5,33.0,24.9,4.2
13,2012,8,14,27.0,30.4,23.9,0.2
14,2012,8,15,28.8,33.5,25.8,2.5
15,2012,8,16,29.8,35.6,24.7,10.5
16,2012,8,17,29.9,37.1,25.4,8.4
17,2012,8,18,27.1,34.8,23.0,3.4
18,2012,8,19,28.4,34.3,23.4,7.9
19,2012,8,20,29.5,34.9,25.2,11.2
20,2012,8,21,28.1,34.6,24.5,6.6
21,2012,8,22,29.4,35.4,24.7,6.4
22,2012,8,23,28.7,33.9,25.3,4.6
23,2012,8,24,28.3,32.6,24.5,5.1
24,2012,8,25,29.2,35.3,23.0,11.2
25,2012,8,26,29.4,34.4,24.8,7.5
26,2012,8,27,29.6,34.2,25.9,7.6
27,2012,8,28,29.6,34.6,26.3,5.7
28,2012,8,29,28.0,31.1,26.3,0.4
29,2012,8,30,29.6,34.9,26.4,4.2
30,2012,8,31,29.3,36.3,25.0,10.3
0,2012,9,1,29.0,33.8,26.0,7.1
1,2012,9,2,27.8,33.4,24.2,5.9
2,2012,9,3,26.1,31.8,22.1,4.6
3,2012,9,4,26.5,31.9,22.8,5.4
4,2012,9,5,28.5,34.6,23.1,8.4
5,2012,9,6,26.3,31.0,23.1,1.6
6,2012,9,7,27.2,34.7,22.2,10.5
7,2012,9,8,27.7,31.3,24.2,2.6
8,2012,9,9,27.6,33.7,24.3,5.8
9,2012,9,10,26.6,33.1,23.8,3.2
10,2012,9,11,25.4,29.7,22.7,1.7
11,2012,9,12,26.4,33.5,20.5,11.0
12,2012,9,13,27.6,34.0,22.3,9.0
13,2012,9,14,26.3,33.0,24.0,3.5
14,2012,9,15,27.6,32.2,23.4,4.0
15,2012,9,16,28.3,32.2,25.7,4.8
16,2012,9,17,29.4,34.3,25.6,9.0
17,2012,9,18,25.3,27.4,24.3,0.0
18,2012,9,19,26.4,31.8,22.8,8.7
19,2012,9,20,24.9,29.7,22.1,4.5
20,2012,9,21,24.4,30.2,20.8,6.2
21,2012,9,22,24.5,30.1,20.6,6.2
22,2012,9,23,20.3,23.1,18.8,0.6
23,2012,9,24,22.2,27.7,17.7,4.9
24,2012,9,25,23.0,29.3,17.5,10.2
25,2012,9,26,23.1,29.3,17.6,10.2
26,2012,9,27,22.9,29.2,18.1,10.8
27,2012,9,28,23.2,30.9,17.2,11.4
28,2012,9,29,22.9,27.4,19.2,1.4
29,2012,9,30,21.1,22.8,19.4,0.0
0,2012,1,1,20.7,24.4,17.9,0.7
1,2012,1,2,22.1,27.5,17.5,7.1
2,2012,1,3,22.5,28.2,18.0,7.9
3,2012,1,4,21.1,25.0,18.7,0.7
4,2012,1,5,21.2,26.9,16.6,9.1
5,2012,1,6,20.2,25.3,16.9,1.1
6,2012,1,7,19.7,24.8,16.1,7.3
7,2012,1,8,19.4,25.3,13.8,6.4
8,2012,1,9,20.6,26.1,16.2,7.1
9,2012,1,10,20.7,25.8,15.7,4.7
10,2012,1,11,20.4,25.5,17.8,3.5
11,2012,1,12,17.7,22.3,13.0,5.6
12,2012,1,13,16.9,24.5,10.7,7.1
13,2012,1,14,18.5,23.4,14.3,2.5
14,2012,1,15,18.8,26.4,12.4,10.2
15,2012,1,16,19.7,25.8,13.1,10.4
16,2012,1,17,19.2,21.2,17.8,0.0
17,2012,1,18,17.8,19.2,16.8,0.0
18,2012,1,19,16.9,20.7,12.2,10.1
19,2012,1,20,16.1,23.3,10.3,10.4
20,2012,1,21,18.0,25.5,11.8,10.2
21,2012,1,22,19.2,25.6,12.5,8.9
22,2012,1,23,15.1,19.5,12.4,0.5
23,2012,1,24,13.4,19.3,8.6,8.0
24,2012,1,25,14.8,21.5,10.2,7.9
25,2012,1,26,15.8,23.0,9.6,9.6
26,2012,1,27,17.7,23.3,10.8,6.4
27,2012,1,28,17.4,19.4,14.7,0.1
28,2012,1,29,15.5,20.5,10.9,5.1
29,2012,1,30,13.4,20.0,8.8,3.4
30,2012,1,31,14.3,19.1,11.5,7.6
0,2012,1,1,13.0,18.2,9.9,5.7
1,2012,1,2,11.4,14.7,8.7,2.4
2,2012,1,3,12.0,15.4,8.1,2.5
3,2012,1,4,11.8,17.0,6.7,7.0
4,2012,1,5,15.2,18.5,11.0,1.3
5,2012,1,6,15.9,19.9,10.8,3.4
6,2012,1,7,13.6,18.6,9.4,7.6
7,2012,1,8,14.1,19.3,9.0,8.6
8,2012,1,9,13.1,17.2,10.7,2.2
9,2012,1,10,12.4,16.9,9.5,2.3
10,2012,1,11,13.6,15.6,9.9,0.0
11,2012,1,12,13.9,18.2,9.0,6.6
12,2012,1,13,11.4,17.3,7.0,4.5
13,2012,1,14,9.3,14.7,5.5,5.5
14,2012,1,15,7.6,10.7,5.4,2.1
15,2012,1,16,9.8,15.8,6.7,8.1
16,2012,1,17,11.1,12.9,8.1,0.0
17,2012,1,18,11.3,15.5,9.4,5.2
18,2012,1,19,10.4,15.7,5.7,8.3
19,2012,1,20,11.3,15.5,8.9,2.0
20,2012,1,21,9.9,13.5,7.7,4.8
21,2012,1,22,10.9,15.3,8.1,3.3
22,2012,1,23,11.1,12.8,9.5,0.1
23,2012,1,24,9.2,12.4,4.6,0.9
24,2012,1,25,8.0,14.3,2.3,9.6
25,2012,1,26,10.5,13.8,8.5,0.0
26,2012,1,27,7.3,10.7,4.5,4.6
27,2012,1,28,6.7,11.3,2.0,5.3
28,2012,1,29,9.1,14.2,4.1,3.2
29,2012,1,30,9.2,13.9,5.5,2.7
0,2012,1,1,6.5,9.4,4.1,1.6
1,2012,1,2,5.3,8.0,3.0,2.7
2,2012,1,3,7.1,13.9,0.9,9.1
3,2012,1,4,7.7,11.4,3.4,3.6
4,2012,1,5,5.2,8.3,1.9,0.9
5,2012,1,6,6.0,10.1,0.9,5.7
6,2012,1,7,4.0,8.8,-1.2,8.6
7,2012,1,8,4.4,9.8,0.0,4.2
8,2012,1,9,2.6,7.0,-0.4,6.1
9,2012,1,10,1.7,5.4,-0.9,2.2
10,2012,1,11,3.4,8.2,-0.6,9.0
11,2012,1,12,3.8,8.1,0.6,6.6
12,2012,1,13,4.2,10.0,-0.2,7.1
13,2012,1,14,6.1,12.0,-0.3,5.8
14,2012,1,15,10.7,13.4,7.2,0.4
15,2012,1,16,10.2,13.7,6.0,4.9
16,2012,1,17,8.7,14.1,3.9,3.0
17,2012,1,18,6.9,9.7,4.6,0.0
18,2012,1,19,3.3,6.0,1.1,2.8
19,2012,1,20,4.5,9.7,0.7,4.4
20,2012,1,21,5.5,8.0,2.6,2.2
21,2012,1,22,7.8,12.1,5.2,1.3
22,2012,1,23,5.4,10.2,1.4,3.5
23,2012,1,24,1.8,5.3,-0.5,4.1
24,2012,1,25,3.3,7.9,-1.1,5.8
25,2012,1,26,3.0,6.1,0.9,6.1
26,2012,1,27,2.1,6.2,-0.3,1.9
27,2012,1,28,3.6,6.7,-0.3,0.0
28,2012,1,29,9.2,13.1,5.7,7.2
29,2012,1,30,9.3,11.0,7.1,0.0
30,2012,1,31,3.8,7.3,0.3,3.3
0,2013,1,1,3.1,7.9,-0.9,8.5
1,2013,1,2,4.4,10.9,0.5,1.8
2,2013,1,3,1.7,5.4,-0.9,6.9
3,2013,1,4,1.4,4.6,-0.6,4.7
4,2013,1,5,1.8,5.2,-0.7,3.3
5,2013,1,6,2.8,8.4,-2.3,4.8
6,2013,1,7,4.7,10.2,1.0,5.1
7,2013,1,8,4.5,10.5,0.6,4.2
8,2013,1,9,4.2,9.5,0.1,7.0
9,2013,1,10,3.5,7.6,1.1,3.2
10,2013,1,11,3.1,6.6,-0.2,2.8
11,2013,1,12,3.5,9.8,-0.7,4.2
12,2013,1,13,4.9,9.3,-0.9,2.4
13,2013,1,14,5.8,7.7,3.9,0.0
14,2013,1,15,4.1,7.0,2.5,4.7
15,2013,1,16,4.5,8.8,0.1,7.3
16,2013,1,17,4.1,7.6,1.0,4.0
17,2013,1,18,1.4,4.1,-0.5,2.7
18,2013,1,19,3.5,8.7,-2.2,5.8
19,2013,1,20,5.3,7.7,2.3,1.4
20,2013,1,21,4.5,9.1,-0.8,2.6
21,2013,1,22,7.2,10.8,5.4,0.2
22,2013,1,23,5.8,9.0,2.7,2.4
23,2013,1,24,5.7,11.3,0.3,4.1
24,2013,1,25,4.3,7.3,0.2,4.8
25,2013,1,26,1.5,5.8,-0.9,5.1
26,2013,1,27,1.5,6.0,-1.8,4.1
27,2013,1,28,1.9,5.0,-1.2,2.7
28,2013,1,29,4.8,8.4,1.3,2.3
29,2013,1,30,5.9,9.2,3.0,0.9
30,2013,1,31,5.4,12.0,0.2,9.6
0,2013,2,1,7.5,13.3,0.5,3.3
1,2013,2,2,11.5,19.7,8.7,2.3
2,2013,2,3,7.8,11.1,5.7,7.8
3,2013,2,4,7.1,9.6,4.9,0.0
4,2013,2,5,6.1,8.3,4.6,2.7
5,2013,2,6,5.0,9.6,2.6,1.2
6,2013,2,7,5.5,10.0,2.0,0.1
7,2013,2,8,0.7,2.9,-0.6,4.7
8,2013,2,9,1.3,5.7,-0.8,4.5
9,2013,2,10,3.4,9.9,-1.8,6.8
10,2013,2,11,3.6,7.7,1.4,5.7
11,2013,2,12,3.4,7.7,-0.3,4.1
12,2013,2,13,4.4,7.7,1.7,2.9
13,2013,2,14,5.5,11.6,1.1,7.5
14,2013,2,15,4.8,7.1,2.6,0.1
15,2013,2,16,1.6,4.6,-0.3,5.9
16,2013,2,17,1.3,4.5,-2.3,0.8
17,2013,2,18,4.4,6.8,2.3,0.0
18,2013,2,19,3.1,5.6,0.6,0.0
19,2013,2,20,2.9,7.8,0.2,3.1
20,2013,2,21,2.5,6.8,0.1,6.0
21,2013,2,22,4.1,8.6,0.3,3.8
22,2013,2,23,3.9,7.8,0.5,5.0
23,2013,2,24,2.2,6.2,0.3,4.3
24,2013,2,25,2.0,5.8,-0.9,5.3
25,2013,2,26,4.5,9.4,-0.7,6.0
26,2013,2,27,7.6,14.0,4.3,2.9
27,2013,2,28,8.3,15.9,2.8,9.3
0,2013,3,1,8.3,12.7,3.8,0.0
1,2013,3,2,4.0,7.4,1.2,4.1
2,2013,3,3,3.2,7.1,0.7,2.0
3,2013,3,4,4.7,12.7,-1.3,7.9
4,2013,3,5,6.8,13.1,2.4,7.5
5,2013,3,6,8.6,16.4,1.2,10.3
6,2013,3,7,12.0,20.4,3.7,8.3
7,2013,3,8,14.7,19.5,10.0,3.0
8,2013,3,9,15.4,23.4,8.6,9.9
9,2013,3,10,8.3,16.8,2.8,0.3
10,2013,3,11,5.5,11.0,1.2,11.1
11,2013,3,12,8.5,18.5,-1.1,11.0
12,2013,3,13,12.2,19.6,6.8,3.0
13,2013,3,14,4.7,7.7,0.5,2.4
14,2013,3,15,6.5,15.7,-1.3,11.4
15,2013,3,16,9.3,17.1,1.3,9.4
16,2013,3,17,11.6,19.0,3.2,7.8
17,2013,3,18,15.8,20.5,12.2,0.0
18,2013,3,19,16.1,23.2,12.2,6.3
19,2013,3,20,12.7,16.4,7.9,0.0
20,2013,3,21,6.0,10.8,2.0,9.9
21,2013,3,22,9.9,19.0,0.6,8.6
22,2013,3,23,9.4,13.2,4.9,5.6
23,2013,3,24,11.4,20.3,3.6,7.1
24,2013,3,25,9.3,13.6,4.4,1.7
25,2013,3,26,6.6,11.3,2.3,5.1
26,2013,3,27,9.6,15.8,3.2,0.1
27,2013,3,28,13.6,16.9,10.6,0.5
28,2013,3,29,13.5,19.9,9.5,2.8
29,2013,3,30,11.1,17.3,7.2,9.0
30,2013,3,31,11.0,17.0,8.0,0.9
0,2013,4,1,12.0,19.4,4.7,9.9
1,2013,4,2,13.5,17.7,9.2,0.0
2,2013,4,3,12.3,15.5,10.7,0.8
3,2013,4,4,14.5,22.9,7.2,8.4
